measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,6,China,1,Male,8,15-19 years,508,Chronic respiratory diseases,1,Number,1982,1139.1809786517865,1493.214512245788,883.9341720544638
1,Deaths,6,China,2,Female,8,15-19 years,508,Chronic respiratory diseases,1,Number,1982,706.0566871421986,920.4857230166166,399.3198906308659
1,Deaths,6,China,1,Male,9,20-24 years,508,Chronic respiratory diseases,1,Number,1982,833.4604189225989,1064.7985332409962,656.3760045077229
1,Deaths,6,China,2,Female,9,20-24 years,508,Chronic respiratory diseases,1,Number,1982,527.3173530149888,735.6403294439884,280.58850594818426
1,Deaths,6,China,1,Male,10,25-29 years,508,Chronic respiratory diseases,1,Number,1982,1234.6324586539374,1588.4450678799506,986.6920302524215
1,Deaths,6,China,2,Female,10,25-29 years,508,Chronic respiratory diseases,1,Number,1982,1018.0796158227757,1433.7274503111098,534.1722224843334
1,Deaths,6,China,1,Male,11,30-34 years,508,Chronic respiratory diseases,1,Number,1982,1844.915265989685,2353.2448079205847,1467.0084202240973
1,Deaths,6,China,2,Female,11,30-34 years,508,Chronic respiratory diseases,1,Number,1982,1511.085314061816,2143.528184940478,773.3633764094619
1,Deaths,6,China,1,Male,12,35-39 years,508,Chronic respiratory diseases,1,Number,1982,2774.2339952321513,3571.123909286078,2152.9364778832964
1,Deaths,6,China,2,Female,12,35-39 years,508,Chronic respiratory diseases,1,Number,1982,2092.159448609939,2934.582740989755,1133.4457624165138
1,Deaths,6,China,1,Male,13,40-44 years,508,Chronic respiratory diseases,1,Number,1982,5801.4033991235165,7503.540558974401,4472.150471961618
1,Deaths,6,China,2,Female,13,40-44 years,508,Chronic respiratory diseases,1,Number,1982,3707.348171352507,5226.099397811519,2036.0664773456467
1,Deaths,6,China,1,Male,14,45-49 years,508,Chronic respiratory diseases,1,Number,1982,9959.181756534319,13020.618888009207,7541.078231058616
1,Deaths,6,China,2,Female,14,45-49 years,508,Chronic respiratory diseases,1,Number,1982,6299.113693959082,8673.537944306736,3533.4031130056565
1,Deaths,6,China,1,Male,15,50-54 years,508,Chronic respiratory diseases,1,Number,1982,21832.220908137362,28632.68701744416,16326.859931638528
1,Deaths,6,China,2,Female,15,50-54 years,508,Chronic respiratory diseases,1,Number,1982,13752.925254680933,19079.922713001026,7843.702544878065
1,Deaths,6,China,1,Male,25,50-69 years,508,Chronic respiratory diseases,1,Number,1982,197430.78593522354,258532.57838570743,154107.0866992042
1,Deaths,6,China,2,Female,25,50-69 years,508,Chronic respiratory diseases,1,Number,1982,133908.8588688937,174757.42784219445,86036.74143179768
1,Deaths,6,China,1,Male,8,15-19 years,508,Chronic respiratory diseases,1,Number,1980,1007.1692381026155,1299.7131641903463,749.9056679633088
1,Deaths,6,China,2,Female,8,15-19 years,508,Chronic respiratory diseases,1,Number,1980,621.2231042456024,843.3422206433227,321.44056892860664
1,Deaths,6,China,1,Male,9,20-24 years,508,Chronic respiratory diseases,1,Number,1980,879.096142126682,1114.0365678222925,660.1410673873379
1,Deaths,6,China,2,Female,9,20-24 years,508,Chronic respiratory diseases,1,Number,1980,573.7751291404786,830.8432646680311,284.7113850404385
