measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,82,Greece,1,Male,8,15-19 years,508,Chronic respiratory diseases,1,Number,1981,2.0832559912657955,2.5307009405551155,1.726491193385958
1,Deaths,82,Greece,2,Female,8,15-19 years,508,Chronic respiratory diseases,1,Number,1981,1.79327273877533,2.1869111826381156,1.4464630795395355
1,Deaths,82,Greece,1,Male,9,20-24 years,508,Chronic respiratory diseases,1,Number,1981,2.3773698121518967,2.8238692014774998,1.9593569951050214
1,Deaths,82,Greece,2,Female,9,20-24 years,508,Chronic respiratory diseases,1,Number,1981,2.0406719809367018,2.4561677774952093,1.6713362373509333
1,Deaths,82,Greece,1,Male,10,25-29 years,508,Chronic respiratory diseases,1,Number,1981,2.3781849904052756,2.8282518027766583,2.040292663523818
1,Deaths,82,Greece,2,Female,10,25-29 years,508,Chronic respiratory diseases,1,Number,1981,1.9637222481612204,2.350065913551424,1.6444664774460032
1,Deaths,82,Greece,1,Male,11,30-34 years,508,Chronic respiratory diseases,1,Number,1981,2.6284736794777936,3.056676108439885,2.226512191110069
1,Deaths,82,Greece,2,Female,11,30-34 years,508,Chronic respiratory diseases,1,Number,1981,2.3021063386835072,2.780732559380569,1.8944437674284513
1,Deaths,82,Greece,1,Male,12,35-39 years,508,Chronic respiratory diseases,1,Number,1981,3.560689282874098,4.1806937918101,2.9878439568882014
1,Deaths,82,Greece,2,Female,12,35-39 years,508,Chronic respiratory diseases,1,Number,1981,2.904780619892467,3.450317626400907,2.4244121851304024
1,Deaths,82,Greece,1,Male,13,40-44 years,508,Chronic respiratory diseases,1,Number,1981,6.895204655333795,7.886831980436519,5.943483996897301
1,Deaths,82,Greece,2,Female,13,40-44 years,508,Chronic respiratory diseases,1,Number,1981,5.622899799162796,6.636741959959844,4.765120547864038
1,Deaths,82,Greece,1,Male,14,45-49 years,508,Chronic respiratory diseases,1,Number,1981,15.861574720343576,18.555377442651213,13.328795215770374
1,Deaths,82,Greece,2,Female,14,45-49 years,508,Chronic respiratory diseases,1,Number,1981,11.391372878997501,13.360844092481182,9.505421421354232
1,Deaths,82,Greece,1,Male,15,50-54 years,508,Chronic respiratory diseases,1,Number,1981,36.51363823880912,42.59472332461832,30.89144284542187
1,Deaths,82,Greece,2,Female,15,50-54 years,508,Chronic respiratory diseases,1,Number,1981,18.240975671507943,21.21026541245389,15.65207044005633
1,Deaths,82,Greece,1,Male,25,50-69 years,508,Chronic respiratory diseases,1,Number,1981,495.0763402448755,547.4109003577003,453.37573375976154
1,Deaths,82,Greece,2,Female,25,50-69 years,508,Chronic respiratory diseases,1,Number,1981,242.46383271706668,263.48881627317655,222.20476923755885
1,Deaths,82,Greece,1,Male,8,15-19 years,508,Chronic respiratory diseases,1,Number,1983,2.3507039887320866,2.809814760155198,1.9293466863621376
1,Deaths,82,Greece,2,Female,8,15-19 years,508,Chronic respiratory diseases,1,Number,1983,1.8290771568643274,2.2313025474808703,1.4816004589605067
1,Deaths,82,Greece,1,Male,9,20-24 years,508,Chronic respiratory diseases,1,Number,1983,2.5120165580308558,3.0434823803939457,2.0695335643066683
1,Deaths,82,Greece,2,Female,9,20-24 years,508,Chronic respiratory diseases,1,Number,1983,1.91534885744574,2.2983208141705305,1.546092598499808
1,Deaths,82,Greece,1,Male,10,25-29 years,508,Chronic respiratory diseases,1,Number,1983,2.5372528008215083,2.9840327363685297,2.163343193940306
1,Deaths,82,Greece,2,Female,10,25-29 years,508,Chronic respiratory diseases,1,Number,1983,1.996297547351095,2.367798822228801,1.6698937480929434
1,Deaths,82,Greece,1,Male,11,30-34 years,508,Chronic respiratory diseases,1,Number,1983,2.7517782874409513,3.2022813612540246,2.3078395110480456
1,Deaths,82,Greece,2,Female,11,30-34 years,508,Chronic respiratory diseases,1,Number,1983,2.0712243975788787,2.480985958806668,1.7239644031424954
1,Deaths,82,Greece,1,Male,12,35-39 years,508,Chronic respiratory diseases,1,Number,1983,3.8673151452449797,4.541918918129431,3.3012611881735614
1,Deaths,82,Greece,2,Female,12,35-39 years,508,Chronic respiratory diseases,1,Number,1983,2.9061592100645575,3.43682844302354,2.4325884713143466
1,Deaths,82,Greece,1,Male,13,40-44 years,508,Chronic respiratory diseases,1,Number,1983,5.921689874176739,6.735687891525057,5.111763809448054
1,Deaths,82,Greece,2,Female,13,40-44 years,508,Chronic respiratory diseases,1,Number,1983,4.889446086129978,5.759019676117115,4.172317483541223
1,Deaths,82,Greece,1,Male,14,45-49 years,508,Chronic respiratory diseases,1,Number,1983,15.602385350839912,18.167416656931554,13.060023605260822
1,Deaths,82,Greece,2,Female,14,45-49 years,508,Chronic respiratory diseases,1,Number,1983,11.060918932108907,12.872286238264241,9.225313894630077
1,Deaths,82,Greece,1,Male,15,50-54 years,508,Chronic respiratory diseases,1,Number,1983,35.267844914478005,40.72107960130225,29.871849501133248
1,Deaths,82,Greece,2,Female,15,50-54 years,508,Chronic respiratory diseases,1,Number,1983,19.041240087687864,22.014015204125418,16.406485387725617
1,Deaths,82,Greece,1,Male,25,50-69 years,508,Chronic respiratory diseases,1,Number,1983,464.0381144210863,507.3697082915304,425.92284072203785
1,Deaths,82,Greece,2,Female,25,50-69 years,508,Chronic respiratory diseases,1,Number,1983,223.3517146886233,241.94547282065824,204.8654293265449
